step,worker_id,x,y,H,cum_distance,info_age_sum,state,mode,target_task_id
4,7,50.0,50.0,,0.0,0,,reconstruction,
4,8,50.0,50.0,,0.0,0,,reconstruction,
4,9,50.0,50.0,,0.0,0,,reconstruction,
5,0,50.0,50.0,,0.0,0,,reconstruction,
5,1,50.0,50.0,,0.0,0,,reconstruction,
5,2,50.0,50.0,,0.0,0,,reconstruction,
5,3,50.0,50.0,,0.0,0,,reconstruction,
5,4,50.0,50.0,,0.0,0,,reconstruction,
5,5,50.0,50.0,,0.0,0,,reconstruction,
5,6,50.0,50.0,,0.0,0,,reconstruction,
5,7,50.0,50.0,,0.0,0,,reconstruction,
5,8,50.0,50.0,,0.0,0,,reconstruction,
5,9,50.0,50.0,,0.0,0,,reconstruction,
6,0,50.0,50.0,,0.0,0,,reconstruction,
6,1,50.0,50.0,,0.0,0,,reconstruction,
6,2,50.0,50.0,,0.0,0,,reconstruction,
6,3,50.0,50.0,,0.0,0,,reconstruction,
6,4,50.0,50.0,,0.0,0,,reconstruction,
6,5,50.0,50.0,,0.0,0,,reconstruction,
6,6,50.0,50.0,,0.0,0,,reconstruction,
6,7,50.0,50.0,,0.0,0,,reconstruction,
6,8,50.0,50.0,,0.0,0,,reconstruction,
6,9,50.0,50.0,,0.0,0,,reconstruction,
7,0,50.0,50.0,,0.0,0,,reconstruction,
7,1,50.0,50.0,,0.0,0,,reconstruction,
7,2,50.0,50.0,,0.0,0,,reconstruction,
7,3,50.0,50.0,,0.0,0,,reconstruction,
7,4,50.0,50.0,,0.0,0,,reconstruction,
7,5,50.0,50.0,,0.0,0,,reconstruction,
7,6,50.0,50.0,,0.0,0,,reconstruction,
7,7,50.0,50.0,,0.0,0,,reconstruction,
7,8,50.0,50.0,,0.0,0,,reconstruction,
7,9,50.0,50.0,,0.0,0,,reconstruction,
8,0,50.0,50.0,,0.0,0,,reconstruction,
8,1,50.0,50.0,,0.0,0,,reconstruction,
8,2,50.0,50.0,,0.0,0,,reconstruction,
8,3,50.0,50.0,,0.0,0,,reconstruction,
8,4,50.0,50.0,,0.0,0,,reconstruction,
8,5,50.0,50.0,,0.0,0,,reconstruction,
8,6,50.0,50.0,,0.0,0,,reconstruction,
8,7,50.0,50.0,,0.0,0,,reconstruction,
8,8,50.0,50.0,,0.0,0,,reconstruction,
8,9,50.0,50.0,,0.0,0,,reconstruction,
9,0,50.0,50.0,,0.0,0,,reconstruction,
9,1,50.0,50.0,,0.0,0,,reconstruction,
9,2,50.0,50.0,,0.0,0,,reconstruction,
9,3,50.0,50.0,,0.0,0,,reconstruction,
9,4,50.0,50.0,,0.0,0,,reconstruction,
9,5,50.0,50.0,,0.0,0,,reconstruction,
9,6,50.0,50.0,,0.0,0,,reconstruction,
9,7,50.0,50.0,,0.0,0,,reconstruction,
9,8,50.0,50.0,,0.0,0,,reconstruction,
9,9,50.0,50.0,,0.0,0,,reconstruction,
10,0,50.0,50.0,,0.0,0,,idle,
10,1,50.0,50.0,,0.0,0,,idle,
10,2,50.0,50.0,,0.0,0,,idle,
10,3,50.0,50.0,,0.0,0,,idle,
10,4,50.0,50.0,,0.0,0,,idle,
10,5,50.0,50.0,,0.0,0,,idle,
10,6,50.0,50.0,,0.0,0,,idle,
10,7,50.0,50.0,,0.0,0,,idle,
10,8,50.0,50.0,,0.0,0,,idle,
10,9,50.0,50.0,,0.0,0,,idle,
11,0,48.25850693920288,49.01653575601576,,2.000000000000001,0,,work,17
11,1,48.25850693920288,49.01653575601576,,2.000000000000001,0,,work,17
11,2,48.69388020440216,49.26240181701182,,1.5,0,,work,17
11,3,47.387760408804326,48.52480363402365,,2.9999999999999964,0,,work,17
11,4,47.387760408804326,48.52480363402365,,2.9999999999999964,0,,work,17
11,5,47.387760408804326,48.52480363402365,,2.9999999999999964,0,,work,17
11,6,48.25850693920288,49.01653575601576,,2.000000000000001,0,,work,17
11,7,48.25850693920288,49.01653575601576,,2.000000000000001,0,,work,17
11,8,49.12925346960144,49.508267878007885,,1.0000000000000018,0,,work,17
11,9,49.12925346960144,49.508267878007885,,1.0000000000000018,0,,work,17
12,0,46.51701387840576,48.033071512031526,,4.000000000000002,0,,work,17
12,1,46.51701387840576,48.033071512031526,,4.000000000000002,0,,work,17
12,2,47.387760408804326,48.52480363402364,,3.0,0,,work,17
12,3,44.77552081760865,47.049607268047296,,5.999999999999993,0,,work,17
12,4,44.77552081760865,47.049607268047296,,5.999999999999993,0,,work,17
12,5,44.77552081760865,47.049607268047296,,5.999999999999993,0,,work,17
12,6,46.51701387840576,48.033071512031526,,4.000000000000002,0,,work,17
12,7,46.51701387840576,48.033071512031526,,4.000000000000002,0,,work,17
12,8,48.25850693920288,49.01653575601577,,1.9999999999999973,0,,work,17
12,9,48.25850693920288,49.01653575601577,,1.9999999999999973,0,,work,17
13,0,44.775520817608644,47.04960726804729,,6.000000000000003,0,,work,17
13,1,44.775520817608644,47.04960726804729,,6.000000000000003,0,,work,17
13,2,46.08164061320649,47.78720545103547,,4.4999999999999964,0,,work,17
13,3,42.16328122641297,45.574410902070944,,8.999999999999996,0,,work,17
13,4,42.16328122641297,45.574410902070944,,8.999999999999996,0,,work,17
13,5,42.16328122641297,45.574410902070944,,8.999999999999996,0,,work,17
13,6,44.775520817608644,47.04960726804729,,6.000000000000003,0,,work,17
13,7,44.775520817608644,47.04960726804729,,6.000000000000003,0,,work,17
13,8,47.387760408804326,48.524803634023655,,2.999999999999993,0,,work,17
13,9,47.387760408804326,48.524803634023655,,2.999999999999993,0,,work,17
14,0,43.034027756811525,46.06614302406305,,8.000000000000004,0,,work,17
14,1,43.034027756811525,46.06614302406305,,8.000000000000004,0,,work,17
14,2,44.77552081760865,47.049607268047296,,5.999999999999993,0,,work,17
14,3,39.551041635217295,44.09921453609459,,11.999999999999993,0,,work,17
14,4,39.551041635217295,44.09921453609459,,11.999999999999993,0,,work,17
14,5,39.551041635217295,44.09921453609459,,11.999999999999993,0,,work,17
14,6,43.034027756811525,46.06614302406305,,8.000000000000004,0,,work,17
14,7,43.034027756811525,46.06614302406305,,8.000000000000004,0,,work,17
14,8,46.51701387840577,48.03307151203154,,3.9999999999999885,0,,work,17
14,9,46.51701387840577,48.03307151203154,,3.9999999999999885,0,,work,17
15,0,41.29253469601441,45.082678780078815,,10.000000000000004,0,,work,17
15,1,41.29253469601441,45.082678780078815,,10.000000000000004,0,,work,17
15,2,43.469401022010814,46.31200908505912,,7.499999999999993,0,,work,17
15,3,38.237683940678835,43.3575289323926,,13.508312291450995,0,,work,17
15,4,38.237683940678835,43.3575289323926,,13.508312291450995,0,,work,17
15,5,38.237683940678835,43.3575289323926,,13.508312291450995,0,,work,17
15,6,41.29253469601441,45.082678780078815,,10.000000000000004,0,,work,17
15,7,41.29253469601441,45.082678780078815,,10.000000000000004,0,,work,17
15,8,45.646267348007214,47.541339390039425,,4.999999999999984,0,,work,17
15,9,45.646267348007214,47.541339390039425,,4.999999999999984,0,,work,17
16,0,39.55104163521729,44.099214536094586,,12.0,0,,work,17
16,1,39.55104163521729,44.099214536094586,,12.0,0,,work,17
16,2,42.16328122641298,45.574410902070944,,8.99999999999999,0,,work,17
16,3,38.237683940678835,43.3575289323926,,13.508312291450995,0,,work,17
16,4,39.97917700147595,44.340993176376834,,15.508312291450995,0,,go_reconstruction,
16,5,38.237683940678835,43.3575289323926,,13.508312291450995,0,,work,17
16,6,39.55104163521729,44.099214536094586,,12.0,0,,work,17
16,7,39.55104163521729,44.099214536094586,,12.0,0,,work,17
16,8,44.77552081760866,47.04960726804731,,5.99999999999998,0,,work,17
16,9,44.77552081760866,47.04960726804731,,5.99999999999998,0,,work,17
17,0,38.237683940678835,43.3575289323926,,13.508312291450993,0,,work,17
17,1,38.237683940678835,43.3575289323926,,13.508312291450993,0,,work,17
17,2,40.85716143081514,44.83681271908277,,10.499999999999986,0,,work,17
17,3,38.237683940678835,43.3575289323926,,13.508312291450995,0,,work,17
17,4,41.72067006227307,45.32445742036107,,17.508312291450995,0,,go_reconstruction,
17,5,38.237683940678835,43.3575289323926,,13.508312291450995,0,,work,17
17,6,38.237683940678835,43.3575289323926,,13.508312291450993,0,,work,17
17,7,38.237683940678835,43.3575289323926,,13.508312291450993,0,,work,17
17,8,43.9047742872101,46.55787514605519,,6.999999999999979,0,,work,17
17,9,43.9047742872101,46.55787514605519,,6.999999999999979,0,,work,17
18,0,37.93504726726906,45.33449910007533,,15.508312291450997,0,,work,22
18,1,37.93504726726906,45.33449910007533,,15.508312291450997,0,,work,22
18,2,40.24104152153844,46.20443703057803,,11.999999999999986,0,,work,22
18,3,37.78372893056417,46.32298418391669,,16.508312291451,0,,work,22
18,4,43.46216312307019,46.30792166434531,,19.508312291450995,0,,go_reconstruction,
18,5,37.78372893056417,46.32298418391669,,16.508312291451,0,,work,22
18,6,37.93504726726906,45.33449910007533,,15.508312291450997,0,,work,22
18,7,37.93504726726906,45.33449910007533,,15.508312291450997,0,,work,22
18,8,43.220772685158195,47.28735565188823,,7.999999999999979,0,,work,22
18,9,43.220772685158195,47.28735565188823,,7.999999999999979,0,,work,22
19,0,37.63241059385929,47.311469267758056,,17.508312291451,0,,work,22
19,1,37.63241059385929,47.311469267758056,,17.508312291451,0,,work,22
19,2,39.624921612261744,47.57206134207328,,13.499999999999986,0,,work,22
19,3,37.32977392044951,49.28843943544078,,19.508312291451,0,,work,22
19,4,45.20365618386731,47.291385908329545,,21.508312291450995,0,,go_reconstruction,
19,5,37.32977392044951,49.28843943544078,,19.508312291451,0,,work,22
19,6,37.63241059385929,47.311469267758056,,17.508312291451,0,,work,22
19,7,37.63241059385929,47.311469267758056,,17.508312291451,0,,work,22
19,8,42.53677108310629,48.01683615772126,,8.999999999999973,0,,work,22
19,9,42.53677108310629,48.01683615772126,,8.999999999999973,0,,work,22
20,0,37.32977392044952,49.28843943544078,,19.508312291450995,0,,work,22
20,1,37.32977392044952,49.28843943544078,,19.508312291450995,0,,work,22
20,2,39.00880170298504,48.93968565356854,,14.999999999999988,0,,work,22
20,3,36.87581891033486,52.25389468696487,,22.508312291451,0,,work,22
20,4,46.94514924466443,48.27485015231378,,23.508312291450995,0,,go_reconstruction,
20,5,36.87581891033486,52.25389468696487,,22.508312291451,0,,work,22
20,6,37.32977392044952,49.28843943544078,,19.508312291450995,0,,work,22
20,7,37.32977392044952,49.28843943544078,,19.508312291450995,0,,work,22
20,8,41.85276948105438,48.74631666355429,,9.999999999999968,0,,work,22
20,9,41.85276948105438,48.74631666355429,,9.999999999999968,0,,work,22
21,0,37.02713724703975,51.2654096031235,,21.50831229145099,0,,work,22
21,1,37.02713724703975,51.2654096031235,,21.50831229145099,0,,work,22
21,2,38.39268179370834,50.307309965063794,,16.499999999999986,0,,work,22
21,3,36.54645774513483,54.405442252755165,,24.68492335110315,0,,work,22
21,4,48.68664230546155,49.25831439629801,,25.50831229145099,0,,go_reconstruction,
21,5,36.54645774513483,54.405442252755165,,24.68492335110315,0,,work,22
21,6,37.02713724703975,51.2654096031235,,21.50831229145099,0,,work,22
21,7,37.02713724703975,51.2654096031235,,21.50831229145099,0,,work,22
21,8,41.16876787900247,49.47579716938732,,10.999999999999963,0,,work,22
21,9,41.16876787900247,49.47579716938732,,10.999999999999963,0,,work,22
22,0,36.72450057362997,53.242379770806224,,23.508312291450988,0,,work,22
22,1,36.72450057362997,53.242379770806224,,23.508312291450988,0,,work,22
22,2,37.776561884431636,51.67493427655905,,17.99999999999999,0,,work,22
22,3,36.54645774513483,54.405442252755165,,24.68492335110315,0,,work,22
22,4,50.0,50.0,,27.016624582901983,0,,idle,
22,5,36.54645774513483,54.405442252755165,,24.68492335110315,0,,work,22
22,6,36.72450057362997,53.242379770806224,,23.508312291450988,0,,work,22
22,7,36.72450057362997,53.242379770806224,,23.508312291450988,0,,work,22
22,8,40.484766276950566,50.20527767522035,,11.999999999999957,0,,work,22
22,9,40.484766276950566,50.20527767522035,,11.999999999999957,0,,work,22
23,0,37.55426979615686,55.062127840552996,,25.508312291450984,0,,work,14
23,1,37.55426979615686,55.062127840552996,,25.508312291450984,0,,work,14
23,2,38.22454859383372,53.106474673543744,,19.49999999999999,0,,work,14
23,3,37.95052518682077,57.05659193151672,,27.68492335110315,0,,work,14
23,4,52.96971850407472,49.574827086285836,,30.01662458290198,0,,work,27
23,5,37.95052518682077,57.05659193151672,,27.68492335110315,0,,work,14
23,6,37.55426979615686,55.062127840552996,,25.508312291450984,0,,work,14
23,7,37.55426979615686,55.062127840552996,,25.508312291450984,0,,work,14
23,8,40.568195477128974,51.201791382380264,,12.999999999999957,0,,work,14
23,9,40.568195477128974,51.201791382380264,,12.999999999999957,0,,work,14
24,0,38.38403901868375,56.88187591029977,,27.50831229145098,0,,work,14
24,1,38.38403901868375,56.88187591029977,,27.50831229145098,0,,work,14
24,2,38.67253530323579,54.53801507052844,,20.999999999999986,0,,work,14
24,3,39.35459262850671,59.707741610278276,,30.68492335110315,0,,work,14
24,4,55.93943700814944,49.149654172571665,,33.016624582901976,0,,work,27
24,5,39.676351720181614,56.04588783201594,,29.684923351103148,0,,go_reconstruction,
24,6,38.38403901868375,56.88187591029977,,27.50831229145098,0,,work,14
24,7,38.38403901868375,56.88187591029977,,27.50831229145098,0,,work,14
24,8,40.65162467730738,52.19830508954018,,13.999999999999957,0,,work,14
24,9,40.65162467730738,52.19830508954018,,13.999999999999957,0,,work,14
25,0,39.21380824121064,58.70162398004654,,29.508312291450977,0,,work,14
25,1,39.21380824121064,58.70162398004654,,29.508312291450977,0,,work,14
25,2,39.12052201263786,55.96955546751313,,22.499999999999982,0,,work,14
25,3,40.758660070192654,62.35889128903983,,33.68492335110315,0,,work,14
25,4,58.90915551222416,48.7244812588575,,36.016624582901976,0,,work,27
25,5,41.40217825354246,55.035183732515165,,31.684923351103144,0,,go_reconstruction,
25,6,39.21380824121064,58.70162398004654,,29.508312291450977,0,,work,14
25,7,39.21380824121064,58.70162398004654,,29.508312291450977,0,,work,14
25,8,40.73505387748579,53.19481879670009,,14.999999999999957,0,,work,14
25,9,40.73505387748579,53.19481879670009,,14.999999999999957,0,,work,14
26,0,40.04357746373754,60.521372049793314,,31.508312291450977,0,,work,14
26,1,40.04357746373754,60.521372049793314,,31.508312291450977,0,,work,14
26,2,39.568508722039944,57.401095864497826,,23.999999999999982,0,,work,14
26,3,41.64190450683236,64.02662685140967,,35.572107136760515,0,,work,14
26,4,61.87887401629888,48.29930834514333,,39.016624582901976,0,,work,27
26,5,43.128004786903304,54.02447963301439,,33.684923351103144,0,,go_reconstruction,
26,6,40.04357746373754,60.521372049793314,,31.508312291450977,0,,work,14
26,7,40.04357746373754,60.521372049793314,,31.508312291450977,0,,work,14
26,8,40.8184830776642,54.191332503860004,,15.999999999999957,0,,work,14
26,9,40.8184830776642,54.191332503860004,,15.999999999999957,0,,work,14
27,0,40.87334668626443,62.341120119540086,,33.50831229145098,0,,work,14
27,1,40.87334668626443,62.341120119540086,,33.50831229145098,0,,work,14
27,2,40.01649543144202,58.83263626148252,,25.49999999999998,0,,work,14
27,3,41.64190450683236,64.02662685140967,,35.572107136760515,0,,work,14
27,4,63.52303950116038,48.063914105296135,,40.677555222562496,0,,work,27
27,5,44.85383132026415,53.01377553351361,,35.684923351103144,0,,go_reconstruction,
27,6,40.87334668626443,62.341120119540086,,33.50831229145098,0,,work,14
27,7,40.87334668626443,62.341120119540086,,33.50831229145098,0,,work,14
27,8,40.901912277842605,55.18784621101992,,16.999999999999957,0,,work,14
27,9,40.901912277842605,55.18784621101992,,16.999999999999957,0,,work,14
28,0,41.64190450683236,64.02662685140967,,35.36077391500322,0,,work,14
28,1,41.64190450683236,64.02662685140967,,35.36077391500322,0,,work,14
28,2,40.4644821408441,60.264176658467214,,26.99999999999998,0,,work,14
28,3,41.64190450683236,64.02662685140967,,35.572107136760515,0,,work,14
28,4,63.52303950116038,48.063914105296135,,40.677555222562496,0,,work,27
28,5,46.579657853624994,52.00307143401283,,37.684923351103144,0,,go_reconstruction,
28,6,41.64190450683236,64.02662685140967,,35.36077391500322,0,,work,14
28,7,41.64190450683236,64.02662685140967,,35.36077391500322,0,,work,14
28,8,40.98534147802101,56.18435991817983,,17.999999999999957,0,,work,14
28,9,40.98534147802101,56.18435991817983,,17.999999999999957,0,,work,14
29,0,41.64190450683236,64.02662685140967,,35.36077391500322,0,,work,14
29,1,41.64190450683236,64.02662685140967,,35.36077391500322,0,,work,14
29,2,40.91246885024617,61.69571705545191,,28.499999999999975,0,,work,14
29,3,41.64190450683236,64.02662685140967,,35.572107136760515,0,,work,14
29,4,63.52303950116038,48.063914105296135,,40.677555222562496,0,,work,27
29,5,48.30548438698584,50.99236733451205,,39.684923351103144,0,,go_reconstruction,
29,6,41.64190450683236,64.02662685140967,,35.36077391500322,0,,work,14
29,7,41.64190450683236,64.02662685140967,,35.36077391500322,0,,work,14
29,8,41.06877067819942,57.18087362533974,,18.999999999999957,0,,work,14
29,9,41.06877067819942,57.18087362533974,,18.999999999999957,0,,work,14
30,0,43.617590610349986,64.33753587406316,,37.36077391500322,0,,work,44
30,1,43.617590610349986,64.33753587406316,,37.36077391500322,0,,work,44
30,2,42.30771986062304,62.24642080343473,,29.999999999999975,0,,work,44
30,3,44.605433662108794,64.4929903853899,,38.57210713676051,0,,work,44
30,4,63.52303950116038,48.063914105296135,,40.677555222562496,0,,work,27
30,5,50.0,50.0,,41.64863822077117,0,,idle,
30,6,43.617590610349986,64.33753587406316,,37.36077391500322,0,,work,44
30,7,43.617590610349986,64.33753587406316,,37.36077391500322,0,,work,44
30,8,41.814597055640704,57.84701401197969,,19.999999999999957,0,,work,44
30,9,41.814597055640704,57.84701401197969,,19.999999999999957,0,,work,44
31,0,45.59327671386761,64.64844489671665,,39.36077391500322,0,,work,44
31,1,45.59327671386761,64.64844489671665,,39.36077391500322,0,,work,44
31,2,43.702970870999906,62.797124551417554,,31.499999999999975,0,,work,44
31,3,47.56896281738523,64.95935391937013,,41.5721071367605,0,,work,44
31,4,63.52303950116038,48.063914105296135,,40.677555222562496,0,,work,27
31,5,52.96971850407472,49.574827086285836,,44.64863822077117,0,,work,27
31,6,45.59327671386761,64.64844489671665,,39.36077391500322,0,,work,44
31,7,45.59327671386761,64.64844489671665,,39.36077391500322,0,,work,44
31,8,42.560423433081986,58.51315439861963,,20.999999999999957,0,,work,44
31,9,42.560423433081986,58.51315439861963,,20.999999999999957,0,,work,44
32,0,47.568962817385234,64.95935391937014,,41.36077391500322,0,,work,44
32,1,47.568962817385234,64.95935391937014,,41.36077391500322,0,,work,44
32,2,45.09822188137677,63.34782829940037,,32.99999999999997,0,,work,44
32,3,47.8897732349262,62.985251420512185,,43.5721071367605,0,,go_reconstruction,
32,4,63.52303950116038,48.063914105296135,,40.677555222562496,0,,work,27
32,5,55.93943700814944,49.149654172571665,,47.64863822077117,0,,work,27
32,6,47.568962817385234,64.95935391937014,,41.36077391500322,0,,work,44
32,7,47.568962817385234,64.95935391937014,,41.36077391500322,0,,work,44
32,8,43.30624981052327,59.17929478525958,,21.999999999999957,0,,work,44
32,9,43.30624981052327,59.17929478525958,,21.999999999999957,0,,work,44
33,0,49.54464892090286,65.27026294202362,,43.36077391500322,0,,work,44
33,1,49.54464892090286,65.27026294202362,,43.36077391500322,0,,work,44
33,2,46.49347289175364,63.898532047383185,,34.49999999999997,0,,work,44
33,3,48.21058365246718,61.01114892165424,,45.5721071367605,0,,go_reconstruction,
33,4,63.21558562776285,51.04811787108239,,43.677555222562496,0,,work,28
33,5,57.234988066867736,51.85548998692809,,50.64863822077117,0,,work,28
33,6,49.54464892090286,65.27026294202362,,43.36077391500322,0,,work,44
33,7,49.54464892090286,65.27026294202362,,43.36077391500322,0,,work,44
33,8,44.05207618796455,59.845435171899524,,22.999999999999957,0,,work,44
33,9,44.05207618796455,59.845435171899524,,22.999999999999957,0,,work,44
34,0,50.25014318525791,65.38128489628434,,44.074950385748195,0,,work,44
34,1,50.25014318525791,65.38128489628434,,44.074950385748195,0,,work,44
34,2,47.88872390213051,64.44923579536601,,35.99999999999997,0,,work,44
34,3,48.531394070008155,59.037046422796294,,47.5721071367605,0,,go_reconstruction,
34,4,62.908131754365314,54.032321636868645,,46.677555222562496,0,,work,28
34,5,58.53053912558603,54.56132580128452,,53.64863822077117,0,,work,28
34,6,50.25014318525791,65.38128489628434,,44.074950385748195,0,,work,44
34,7,50.25014318525791,65.38128489628434,,44.074950385748195,0,,work,44
34,8,44.797902565405835,60.51157555853946,,23.999999999999954,0,,work,44
34,9,44.797902565405835,60.51157555853946,,23.999999999999954,0,,work,44
35,0,50.25014318525791,65.38128489628434,,44.074950385748195,0,,work,44
35,1,50.25014318525791,65.38128489628434,,44.074950385748195,0,,work,44
35,2,49.283974912507375,64.99993954334883,,37.49999999999997,0,,work,44
35,3,48.85220448754914,57.06294392393835,,49.5721071367605,0,,go_reconstruction,
35,4,62.60067788096778,57.0165254026549,,49.677555222562496,0,,work,28
35,5,59.82609018430433,57.267161615640944,,56.64863822077117,0,,work,28
35,6,50.25014318525791,65.38128489628434,,44.074950385748195,0,,work,44
35,7,50.25014318525791,65.38128489628434,,44.074950385748195,0,,work,44
35,8,45.54372894284712,61.1777159451794,,24.99999999999995,0,,work,44
35,9,45.54372894284712,61.1777159451794,,24.99999999999995,0,,work,44
36,0,52.17287036201448,64.83072136338217,,46.074950385748195,0,,work,28
36,1,52.17287036201448,64.83072136338217,,46.074950385748195,0,,work,28
36,2,50.74421090702703,64.6568494089684,,38.99999999999997,0,,work,28
36,3,49.17301490509011,55.0888414250804,,51.5721071367605,0,,go_reconstruction,
36,4,62.293224007570245,60.000729168441154,,52.677555222562496,0,,work,28
36,5,61.12164124302262,59.97299742999737,,59.64863822077117,0,,work,28
36,6,52.17287036201448,64.83072136338217,,46.074950385748195,0,,work,28
36,7,52.17287036201448,64.83072136338217,,46.074950385748195,0,,work,28
36,8,46.542521292090875,61.22684682235598,,25.999999999999954,0,,work,28
36,9,46.542521292090875,61.22684682235598,,25.999999999999954,0,,work,28
37,0,54.095597538771045,64.28015783048,,48.074950385748195,0,,work,28
37,1,54.095597538771045,64.28015783048,,48.074950385748195,0,,work,28
37,2,52.20444690154669,64.31375927458797,,40.49999999999997,0,,work,28
37,3,49.493825322631096,53.11473892622246,,53.5721071367605,0,,go_reconstruction,
37,4,62.08811663091183,61.99153903871775,,54.67890301231579,0,,work,28
37,5,62.08811663091183,61.99153903871775,,61.886625017320924,0,,work,28
37,6,54.095597538771045,64.28015783048,,48.074950385748195,0,,work,28
37,7,54.095597538771045,64.28015783048,,48.074950385748195,0,,work,28
37,8,47.54131364133463,61.27597769953256,,26.999999999999957,0,,work,28
37,9,47.54131364133463,61.27597769953256,,26.999999999999957,0,,work,28
38,0,56.01832471552761,63.729594297577826,,50.074950385748195,0,,work,28
38,1,56.01832471552761,63.729594297577826,,50.074950385748195,0,,work,28
38,2,52.052232549353185,63.32541176941263,,41.49999999999997,0,,go_reconstruction,
38,3,49.81463574017207,51.14063642736451,,55.5721071367605,0,,go_reconstruction,
38,4,62.08811663091183,61.99153903871775,,54.67890301231579,0,,work,28
38,5,62.08811663091183,61.99153903871775,,61.886625017320924,0,,work,28
38,6,56.01832471552761,63.729594297577826,,50.074950385748195,0,,work,28
38,7,56.01832471552761,63.729594297577826,,50.074950385748195,0,,work,28
38,8,48.54010599057839,61.32510857670914,,27.99999999999996,0,,work,28
38,9,48.54010599057839,61.32510857670914,,27.99999999999996,0,,work,28
39,0,57.94105189228418,63.17903076467566,,52.074950385748195,0,,work,28
39,1,57.94105189228418,63.17903076467566,,52.074950385748195,0,,work,28
39,2,51.90001819715968,62.3370642642373,,42.49999999999997,0,,go_reconstruction,
39,3,50.0,50.0,,56.72770714033113,0,,idle,
39,4,62.08811663091183,61.99153903871775,,54.67890301231579,0,,work,28
39,5,62.08811663091183,61.99153903871775,,61.886625017320924,0,,work,28
39,6,57.94105189228418,63.17903076467566,,52.074950385748195,0,,work,28
39,7,57.94105189228418,63.17903076467566,,52.074950385748195,0,,work,28
39,8,49.53889833982215,61.37423945388572,,28.999999999999964,0,,work,28
39,9,49.53889833982215,61.37423945388572,,28.999999999999964,0,,work,28
40,0,59.395047498421846,64.55231033465854,,54.0749503857482,0,,work,4
40,1,59.395047498421846,64.55231033465854,,54.0749503857482,0,,work,4
40,2,51.74780384496618,61.348716759061965,,43.49999999999997,0,,go_reconstruction,
40,3,49.977769681222874,47.00008236564284,,59.72770714033113,0,,work,33
40,4,63.3596773232946,64.70873123022483,,57.67890301231579,0,,work,4
40,5,63.3596773232946,64.70873123022483,,64.88662501732092,0,,work,4
40,6,59.395047498421846,64.55231033465854,,54.0749503857482,0,,work,4
40,7,59.395047498421846,64.55231033465854,,54.0749503857482,0,,work,4
40,8,50.403854810565186,61.87608634659279,,29.99999999999996,0,,work,4
40,9,50.403854810565186,61.87608634659279,,29.99999999999996,0,,work,4
41,0,60.84904310455951,65.92558990464143,,56.07495038574821,0,,work,4
41,1,60.84904310455951,65.92558990464143,,56.07495038574821,0,,work,4
41,2,51.595589492772675,60.36036925388663,,44.49999999999997,0,,go_reconstruction,
41,3,49.95553936244575,44.00016473128568,,62.72770714033113,0,,work,33
41,4,64.63123801567737,67.42592342173191,,60.67890301231579,0,,work,4
41,5,64.63123801567737,67.42592342173191,,67.88662501732092,0,,work,4
41,6,60.84904310455951,65.92558990464143,,56.07495038574821,0,,work,4
41,7,60.84904310455951,65.92558990464143,,56.07495038574821,0,,work,4
41,8,51.268811281308224,62.377933239299864,,30.999999999999957,0,,work,4
41,9,51.268811281308224,62.377933239299864,,30.999999999999957,0,,work,4
